Nose X,Nose Y,Nose Z,Left Shoulder X,Left Shoulder Y,Left Shoulder Z,Right Shoulder X,Right Shoulder Y,Right Shoulder Z,Label
645.8197784423828,228.74788284301758,-495.7519197463989,833.7775421142578,466.400785446167,-179.43151116371155,453.90892028808594,460.8941459655762,-190.95731735229492,good
645.3825378417969,231.75135612487793,-479.7685718536377,833.7934875488281,460.54112434387207,-157.06781029701233,454.63062286376953,459.2336654663086,-191.06866121292114,good
637.3178863525391,198.29573392868042,-426.7408275604248,833.4207153320312,440.16157150268555,-157.09859132766724,453.7294006347656,428.8584852218628,-178.78483057022095,good
651.9486999511719,228.3536195755005,-363.4291076660156,846.7548370361328,433.0190849304199,-107.61805772781372,496.84669494628906,431.80861473083496,-130.3515601158142,good
658.1135559082031,241.22985363006592,-425.602068901062,853.6398315429688,431.3714361190796,-108.30830812454224,509.7325897216797,433.92502784729004,-124.99113321304321,good
661.9931793212891,240.20490646362305,-686.2366962432861,879.4712829589844,453.884482383728,-302.1446657180786,501.6211700439453,459.8760652542114,-350.87523221969604,good
648.7770080566406,277.11884021759033,-553.1079769134521,816.2332916259766,455.5357789993286,-121.40608191490173,497.01976776123047,470.2448844909668,-313.62385511398315,good
647.6009368896484,289.9248003959656,-625.0353384017944,826.7612457275391,467.6727104187012,-318.69786500930786,494.5030975341797,478.5986137390137,-302.9755926132202,good
629.0346527099609,283.79541635513306,-336.1548614501953,806.2644195556641,467.20600605010986,-18.426696807146072,489.74918365478516,477.56890296936035,-135.86315631866455,good
629.1411590576172,289.3678879737854,-429.84304904937744,806.0166931152344,473.38839054107666,-75.5282860994339,487.9780578613281,481.96476459503174,-119.08499479293823,good
627.946891784668,287.7685832977295,-379.9358081817627,801.2096405029297,473.8094758987427,-45.97280502319336,488.19664001464844,481.64405822753906,-66.39561653137207,good
625.2689361572266,287.47156620025635,-355.92995166778564,791.6911315917969,472.80049324035645,-37.390599846839905,487.68272399902344,476.39259338378906,-97.17509150505066,good
649.6861267089844,285.0183320045471,-479.6824836730957,799.7203063964844,466.4565324783325,-76.62466049194336,505.6857681274414,460.05961418151855,-122.40891695022583,good
572.6558303833008,244.4089150428772,-372.14598655700684,744.6690368652344,423.0017423629761,-20.589705258607864,390.10196685791016,455.32721042633057,-88.52160930633545,good
598.3203125,247.62732982635498,-407.9126214981079,827.5474548339844,423.87017726898193,-111.44799470901489,393.1984329223633,460.8248805999756,-104.45350170135498,good
698.8966369628906,256.7323350906372,-574.7079133987427,896.0071563720703,457.1872043609619,-244.84420537948608,483.24092864990234,475.89996814727783,-234.24314975738525,good
718.5906219482422,269.34399604797363,-621.7744159698486,905.9689331054688,466.29435539245605,-238.51232528686523,507.2359848022461,481.9460105895996,-270.4738926887512,good
733.1632995605469,290.2490472793579,-713.5855722427368,901.6239929199219,476.2536334991455,-267.3035216331482,517.0960235595703,496.75819873809814,-302.2817373275757,good
739.3655395507812,288.2014489173889,-552.7683877944946,898.6384582519531,479.3663692474365,-173.98178815841675,527.2910690307617,495.3586435317993,-278.58989238739014,good
728.0426788330078,296.16233110427856,-551.6518592834473,893.8652038574219,483.072452545166,-146.3510549068451,537.7387237548828,493.53504180908203,-225.95954418182373,good
769.161376953125,294.1923451423645,-550.1378917694092,899.9282073974609,483.14377784729004,-111.35796904563904,544.7232055664062,492.36358165740967,-222.19516038894653,good
751.5382385253906,297.0983362197876,-554.8382377624512,896.6691589355469,482.763934135437,-121.7231297492981,543.52783203125,491.50463104248047,-218.37234735488892,good
749.3666076660156,326.0044598579407,-572.6413249969482,894.1104888916016,495.67402839660645,-129.92502450942993,547.2015380859375,500.1589822769165,-251.23314142227173,good
746.9766235351562,319.37835216522217,-612.174596786499,909.1551208496094,496.04880809783936,-187.62794494628906,546.3155364990234,499.36509132385254,-264.04253482818604,good
712.0100402832031,315.6376361846924,-532.2344255447388,888.3496856689453,504.4733476638794,-140.3655982017517,514.4912719726562,499.9738883972168,-212.06846952438354,good
727.3581695556641,340.762939453125,-739.667158126831,910.6650543212891,520.5995607376099,-269.9809241294861,521.3295364379883,525.4803657531738,-304.0890312194824,good
730.8175659179688,333.02581787109375,-697.0419216156006,920.9661102294922,517.6922178268433,-240.48437118530273,524.5406341552734,520.430645942688,-285.73282957077026,good
655.6101989746094,321.17873668670654,-605.6836080551147,872.542724609375,514.8951244354248,-136.83481335639954,474.53575134277344,518.0122804641724,-218.8274645805359,good
666.0785675048828,318.67196559906006,-566.2968921661377,868.4602355957031,513.7243509292603,-126.79143190383911,483.1671142578125,516.294207572937,-189.13575410842896,good
670.3463745117188,316.95932149887085,-682.292947769165,912.1950531005859,512.3892116546631,-297.0915985107422,477.2571563720703,515.2033853530884,-274.1012477874756,good
675.3611755371094,315.2631139755249,-583.3655261993408,909.4436645507812,514.642653465271,-234.79328155517578,479.2647171020508,516.8859672546387,-184.73178148269653,good
692.7607727050781,314.76611137390137,-726.4514636993408,941.6627502441406,520.4099178314209,-308.96204710006714,470.28724670410156,518.6103916168213,-324.7793126106262,good
695.3857421875,296.368625164032,-598.1370306015015,934.7331237792969,517.8709173202515,-277.49598026275635,470.7814025878906,521.1180210113525,-202.85591840744019,good
651.2961578369141,325.133900642395,-942.5195789337158,924.6025085449219,579.1436004638672,-413.41938972473145,374.8017883300781,595.3577470779419,-437.3109197616577,good
663.1433868408203,295.2362608909607,-564.2182016372681,922.0259094238281,540.2429008483887,-196.5707516670227,379.4210433959961,566.3156032562256,-205.5226993560791,good
